walk_1_2,NAME:,,
-12.26,0.55,-1.67,62.164
-13.76,0.84,-0.88,62.247
-15.32,-0.22,0.42,62.338
-13.19,-1.26,0.95,62.424
-13.19,-1.26,0.95,62.488
-13.19,-1.26,0.95,62.575
-13.19,-1.26,0.95,62.66
-13.19,-1.26,0.95,62.726
-13.19,-1.26,0.95,62.809
-13.19,-1.26,0.95,62.899
-13.19,-1.26,0.95,62.96
-12.3,-2.6,1.91,63.063
-10.5,-2.09,1.5,63.125
-11.14,-1.86,2.16,63.206
-11.14,-1.86,2.16,63.295
-11.14,-1.86,2.16,63.386
-11.14,-1.86,2.16,63.476
-11.14,-1.86,2.16,63.537
-11.14,-1.86,2.16,63.619
-11.14,-1.86,2.16,63.71
-11.14,-1.86,2.16,63.775
-10.76,-1.75,1.52,63.832
-10.88,-1.49,1.07,63.922
-11.32,-1.8,1.12,64.019
-11.32,-1.8,1.12,64.107
-11.32,-1.8,1.12,64.175
-11.32,-1.8,1.12,64.261
-11.32,-1.8,1.12,64.35
-11.32,-1.8,1.12,64.437
-11.32,-1.8,1.12,64.529
-11.32,-1.8,1.12,64.623
-11.4,-1.9,0.61,64.69
-11.65,-1.8,-0.07,64.758
-11.49,-1.36,-0.72,64.841
-11.49,-1.36,-0.72,64.931
-11.49,-1.36,-0.72,65.025
-11.49,-1.36,-0.72,65.09
-11.49,-1.36,-0.72,65.177
-11.49,-1.36,-0.72,65.263
-11.49,-1.36,-0.72,65.325
-11.49,-1.36,-0.72,65.412
-11.56,-1.16,-0.35,65.475
-10.9,-0.85,0.29,65.565
-10.68,-0.54,0.94,65.659
